Booking_ID,Booking_Date,Customer_ID,Customer_Name,Age,Gender,City,Travel_Type,Origin,Destination,Departure_Date,Return_Date,Passengers,Channel,Agent,Package_Type,Base_Price,Discount,Total_Amount,Payment_Mode,Booking_Status,Rating
BKG00403,2024-10-16,CUST2742,Customer_1307,27,Male,Bangalore,One-way,Bangalore,Ooty,2024-10-25,,1,Offline,BlueSky Travels,None,9519,559,8960,Netbanking,Completed,3.0
BKG00404,2024-04-09,CUST6178,Customer_2556,19,Female,Chennai,Round-trip,Chennai,Darjeeling,2024-05-08,2024-05-13,1,Online,SaiRam Travels,Luxury,4642,1177,3465,Card,Completed,5.0
BKG00405,2024-03-19,CUST5757,Customer_2995,38,Male,Hyderabad,Round-trip,Hyderabad,Goa,2024-05-17,2024-05-26,4,Agent,BlueSky Travels,Premium,10801,413,41552,Card,Completed,4.0
BKG00406,2025-03-24,CUST5396,Customer_1092,24,Male,Bangalore,Round-trip,Bangalore,Jaipur,2025-05-12,2025-05-14,4,Agent,SaiRam Travels,Premium,2082,1443,2556,Netbanking,Completed,2.0
BKG00407,2025-02-19,CUST8967,Customer_176,55,Female,Delhi,One-way,Delhi,Shimla,2025-03-08,,2,Agent,BlueSky Travels,Luxury,2369,53,4632,UPI,Completed,4.0
BKG00408,2024-12-06,CUST8294,Customer_4463,32,Female,Delhi,One-way,Delhi,Agra,2024-12-10,,5,Offline,BlueSky Travels,Premium,4426,72,21770,Netbanking,Completed,3.0
BKG00409,2024-09-04,CUST1859,Customer_3857,60,Male,Mumbai,One-way,Mumbai,Goa,2024-10-31,,1,Agent,Sangitam Travels,Budget,12409,211,12198,Netbanking,Completed,1.0
BKG00410,2024-09-01,CUST9342,Customer_1135,49,Male,Chennai,One-way,Chennai,Agra,2024-10-23,,1,Online,BlueSky Travels,Premium,8136,1389,6747,Cash,Completed,2.0
BKG00411,2024-10-22,CUST9252,Customer_3011,50,Male,Pune,Package,Pune,Shimla,2024-11-02,2024-11-11,2,Agent,Sangitam Travels,Budget,3629,1327,4604,Cash,Completed,2.0
BKG00412,2024-02-07,CUST5370,Customer_2367,30,Male,Chennai,Package,Chennai,Darjeeling,2024-04-03,2024-04-10,3,Online,BlueSky Travels,Luxury,3993,869,9372,Cash,Completed,3.0
BKG00413,2024-08-25,CUST1690,Customer_494,59,Male,Delhi,Package,Delhi,Darjeeling,2024-09-11,2024-09-13,5,Offline,BlueSky Travels,Premium,14677,294,71915,Cash,Completed,4.0
BKG00414,2024-12-18,CUST5744,Customer_1874,38,Male,Delhi,Round-trip,Delhi,Darjeeling,2024-12-20,2024-12-26,2,Agent,BlueSky Travels,Premium,6458,122,12672,Card,Completed,2.0
BKG00415,2024-06-16,CUST6738,Customer_1359,45,Male,Kolkata,One-way,Kolkata,Agra,2024-07-04,,2,Online,BlueSky Travels,Premium,2062,511,3102,UPI,Completed,1.0
BKG00416,2024-07-23,CUST7915,Customer_4352,24,Female,Delhi,Package,Delhi,Udaipur,2024-09-04,2024-09-11,4,Online,Sangitam Travels,Luxury,5278,1152,16504,Cash,Completed,2.0
BKG00417,2024-04-30,CUST8552,Customer_1638,55,Male,Mumbai,Round-trip,Mumbai,Udaipur,2024-05-21,2024-05-30,5,Online,BlueSky Travels,Premium,2644,713,9655,Card,Cancelled,
BKG00418,2024-08-29,CUST3668,Customer_803,21,Male,Chennai,One-way,Chennai,Kerala,2024-09-03,,1,Agent,SaiRam Travels,Budget,2195,139,2056,Netbanking,Completed,2.0
BKG00419,2024-01-23,CUST9468,Customer_61,41,Female,Kolkata,Round-trip,Kolkata,Shimla,2024-02-17,2024-02-23,5,Offline,Wagh Tours,Luxury,11763,621,55710,Netbanking,Completed,2.0
BKG00420,2024-11-09,CUST3854,Customer_2896,50,Male,Ahmedabad,Package,Ahmedabad,Agra,2024-12-28,2025-01-03,5,Agent,Sangitam Travels,Premium,2136,1029,5535,Netbanking,Completed,3.0
BKG00421,2024-02-08,CUST1661,Customer_2473,22,Male,Pune,One-way,Pune,Kerala,2024-03-21,,1,Offline,BlueSky Travels,Budget,8219,470,7749,UPI,Completed,1.0
BKG00422,2025-01-17,CUST3773,Customer_2505,46,Female,Delhi,One-way,Delhi,Darjeeling,2025-03-05,,5,Agent,SaiRam Travels,Budget,13862,652,66050,Cash,Completed,4.0
BKG00423,2024-04-21,CUST7038,Customer_3319,57,Female,Pune,Package,Pune,Darjeeling,2024-05-12,2024-05-15,5,Online,Wagh Tours,Premium,10837,619,51090,UPI,Completed,1.0
BKG00424,2025-02-17,CUST9912,Customer_4734,60,Male,Chennai,One-way,Chennai,Jaipur,2025-03-21,,2,Offline,BlueSky Travels,Luxury,10690,973,19434,Cash,Completed,4.0
BKG00425,2024-04-24,CUST8178,Customer_2254,56,Male,Mumbai,Round-trip,Mumbai,Goa,2024-06-18,2024-06-26,3,Agent,Wagh Tours,Premium,14174,1405,38307,UPI,Cancelled,
BKG00426,2024-03-12,CUST6628,Customer_137,64,Female,Pune,One-way,Pune,Darjeeling,2024-04-14,,1,Offline,Wagh Tours,Premium,2018,194,1824,UPI,Completed,2.0
BKG00427,2025-03-24,CUST2948,Customer_946,51,Male,Bangalore,Package,Bangalore,Shimla,2025-05-14,2025-05-20,1,Offline,SaiRam Travels,None,13169,92,13077,UPI,Completed,5.0
BKG00428,2024-02-17,CUST6552,Customer_4341,46,Female,Kolkata,Round-trip,Kolkata,Rishikesh,2024-03-27,2024-04-05,2,Agent,BlueSky Travels,Budget,8160,70,16180,Netbanking,Completed,2.0
BKG00429,2024-10-31,CUST6126,Customer_817,56,Male,Chennai,Round-trip,Chennai,Darjeeling,2024-12-23,2024-12-25,1,Online,Wagh Tours,Budget,5645,528,5117,Cash,Cancelled,
BKG00430,2024-09-07,CUST2788,Customer_3701,60,Female,Ahmedabad,One-way,Ahmedabad,Kerala,2024-10-09,,2,Offline,SaiRam Travels,Premium,11359,24,22670,UPI,Completed,1.0
BKG00431,2024-04-29,CUST4904,Customer_505,39,Male,Chennai,Round-trip,Chennai,Ooty,2024-05-15,2024-05-17,3,Agent,Sangitam Travels,Budget,11579,946,31899,Netbanking,Completed,5.0
BKG00432,2024-12-04,CUST1658,Customer_4009,62,Female,Ahmedabad,One-way,Ahmedabad,Agra,2024-12-19,,3,Offline,BlueSky Travels,Budget,6234,941,15879,Netbanking,Completed,2.0
BKG00433,2025-03-10,CUST9575,Customer_2608,19,Male,Delhi,Round-trip,Delhi,Manali,2025-04-11,2025-04-20,4,Online,Sangitam Travels,Premium,12990,184,51224,Card,Completed,4.0
BKG00434,2024-04-25,CUST5780,Customer_4178,19,Male,Pune,One-way,Pune,Darjeeling,2024-05-08,,5,Agent,Wagh Tours,Premium,10181,334,49235,Card,Completed,5.0
BKG00435,2024-05-02,CUST1002,Customer_206,57,Female,Chennai,One-way,Chennai,Manali,2024-06-30,,4,Offline,Wagh Tours,Luxury,7626,842,27136,Cash,Completed,3.0
BKG00436,2024-04-05,CUST9026,Customer_3307,19,Female,Pune,Package,Pune,Agra,2024-05-24,2024-05-26,4,Agent,Wagh Tours,Budget,2670,1147,6092,Netbanking,Completed,1.0
BKG00437,2025-02-23,CUST6255,Customer_250,54,Male,Delhi,Package,Delhi,Agra,2025-04-12,2025-04-18,2,Agent,SaiRam Travels,Budget,13763,1378,24770,UPI,Completed,4.0
BKG00438,2024-01-29,CUST3618,Customer_4679,45,Female,Chennai,Round-trip,Chennai,Darjeeling,2024-02-07,2024-02-15,4,Offline,Wagh Tours,None,3925,924,12004,UPI,Completed,3.0
BKG00439,2024-10-03,CUST9995,Customer_490,54,Male,Hyderabad,One-way,Hyderabad,Darjeeling,2024-11-25,,2,Agent,Wagh Tours,Budget,4891,1468,6846,Netbanking,Completed,3.0
BKG00440,2024-11-08,CUST8404,Customer_955,19,Female,Bangalore,Package,Bangalore,Goa,2024-12-08,2024-12-15,4,Offline,BlueSky Travels,Luxury,10841,299,42168,UPI,Completed,1.0
BKG00441,2024-08-05,CUST3561,Customer_3250,29,Female,Hyderabad,Round-trip,Hyderabad,Kerala,2024-09-25,2024-09-28,2,Offline,SaiRam Travels,Premium,9485,735,17500,Card,Completed,1.0
BKG00442,2024-08-26,CUST5290,Customer_2726,20,Female,Ahmedabad,Round-trip,Ahmedabad,Udaipur,2024-09-25,2024-10-01,1,Agent,Wagh Tours,Budget,8111,155,7956,Card,Completed,5.0
BKG00443,2025-02-14,CUST3915,Customer_2951,39,Female,Bangalore,Package,Bangalore,Darjeeling,2025-02-24,2025-03-04,5,Offline,BlueSky Travels,Budget,11166,1230,49680,Card,Completed,4.0
BKG00444,2024-12-22,CUST7483,Customer_204,50,Male,Hyderabad,Round-trip,Hyderabad,Ooty,2025-01-19,2025-01-28,1,Online,SaiRam Travels,Premium,5748,574,5174,Card,Completed,5.0
BKG00445,2025-02-08,CUST9799,Customer_1541,63,Male,Pune,One-way,Pune,Jaipur,2025-03-30,,1,Offline,SaiRam Travels,Luxury,4103,365,3738,Card,Cancelled,
BKG00446,2024-08-19,CUST9092,Customer_4551,57,Female,Chennai,Package,Chennai,Rishikesh,2024-09-01,2024-09-08,2,Offline,SaiRam Travels,Budget,4378,1205,6346,Card,Completed,3.0
BKG00447,2024-10-02,CUST9490,Customer_957,48,Female,Ahmedabad,Round-trip,Ahmedabad,Agra,2024-10-29,2024-11-07,5,Online,Wagh Tours,Luxury,12697,1474,56115,Cash,Cancelled,
BKG00448,2024-06-11,CUST7396,Customer_2829,52,Male,Hyderabad,Round-trip,Hyderabad,Manali,2024-08-02,2024-08-06,3,Online,Wagh Tours,Budget,4964,498,13398,Card,Completed,4.0
BKG00449,2024-10-30,CUST7644,Customer_2851,39,Male,Bangalore,Package,Bangalore,Jaipur,2024-12-07,2024-12-15,2,Online,BlueSky Travels,None,5504,991,9026,UPI,Completed,3.0
BKG00450,2025-03-17,CUST9706,Customer_4805,38,Male,Ahmedabad,Package,Ahmedabad,Shimla,2025-03-27,2025-03-31,1,Online,SaiRam Travels,Premium,2067,382,1685,Cash,Completed,2.0
BKG00451,2024-03-14,CUST1572,Customer_2259,40,Female,Hyderabad,Round-trip,Hyderabad,Darjeeling,2024-04-07,2024-04-11,2,Offline,Wagh Tours,Luxury,8838,539,16598,Card,Completed,3.0
BKG00452,2025-01-23,CUST6780,Customer_2828,21,Female,Hyderabad,Package,Hyderabad,Ooty,2025-03-18,2025-03-20,2,Offline,SaiRam Travels,Budget,5539,1037,9004,Cash,Completed,3.0
BKG00453,2024-07-07,CUST3961,Customer_3227,35,Female,Hyderabad,Round-trip,Hyderabad,Manali,2024-09-01,2024-09-09,3,Online,BlueSky Travels,Luxury,12516,939,34731,Cash,Completed,1.0
BKG00454,2024-02-28,CUST3904,Customer_2506,39,Female,Hyderabad,One-way,Hyderabad,Kerala,2024-03-18,,1,Online,Sangitam Travels,Budget,8982,1283,7699,Netbanking,Completed,4.0
BKG00455,2025-02-09,CUST8086,Customer_4189,63,Female,Delhi,Package,Delhi,Goa,2025-02-23,2025-02-26,4,Offline,BlueSky Travels,Luxury,6529,1135,21576,Netbanking,Completed,3.0
BKG00456,2024-02-12,CUST1206,Customer_4876,57,Female,Kolkata,Package,Kolkata,Goa,2024-04-06,2024-04-11,3,Agent,Sangitam Travels,Luxury,9323,1207,24348,Card,Cancelled,
BKG00457,2024-01-13,CUST4020,Customer_1858,54,Female,Chennai,Round-trip,Chennai,Ooty,2024-03-02,2024-03-09,2,Online,Sangitam Travels,Luxury,5875,1461,8828,UPI,Completed,4.0
BKG00458,2025-02-27,CUST4882,Customer_3222,37,Female,Delhi,Package,Delhi,Kerala,2025-03-07,2025-03-13,2,Agent,Sangitam Travels,Luxury,7021,639,12764,UPI,Completed,3.0
BKG00459,2024-01-07,CUST1975,Customer_955,64,Male,Chennai,Package,Chennai,Jaipur,2024-03-03,2024-03-12,3,Offline,Wagh Tours,Luxury,9382,87,27885,Cash,Cancelled,
BKG00460,2024-03-13,CUST3259,Customer_1829,59,Female,Hyderabad,One-way,Hyderabad,Rishikesh,2024-03-30,,1,Offline,SaiRam Travels,Budget,9431,1230,8201,Netbanking,Completed,4.0
BKG00461,2025-01-14,CUST6750,Customer_3857,59,Male,Mumbai,Package,Mumbai,Darjeeling,2025-02-13,2025-02-19,3,Offline,Wagh Tours,Budget,6589,1121,16404,Card,Completed,4.0
BKG00462,2024-02-27,CUST9954,Customer_2324,55,Male,Bangalore,Round-trip,Bangalore,Udaipur,2024-03-22,2024-03-25,4,Agent,Wagh Tours,Premium,8628,1107,30084,Cash,Cancelled,
BKG00463,2024-05-05,CUST9775,Customer_4332,40,Male,Mumbai,Round-trip,Mumbai,Rishikesh,2024-06-14,2024-06-18,5,Agent,Sangitam Travels,Luxury,2861,567,11470,UPI,Completed,4.0
BKG00464,2024-02-18,CUST8587,Customer_637,30,Male,Ahmedabad,One-way,Ahmedabad,Kerala,2024-03-21,,4,Online,Sangitam Travels,None,4148,1109,12156,UPI,Cancelled,
BKG00465,2024-12-03,CUST7079,Customer_4262,41,Male,Kolkata,Round-trip,Kolkata,Darjeeling,2025-01-28,2025-02-05,2,Offline,Wagh Tours,None,14318,1398,25840,UPI,Completed,5.0
BKG00466,2024-07-10,CUST2289,Customer_1448,63,Male,Bangalore,One-way,Bangalore,Udaipur,2024-08-03,,3,Offline,Sangitam Travels,Budget,8059,1135,20772,UPI,Completed,1.0
BKG00467,2024-03-05,CUST4318,Customer_2783,48,Male,Bangalore,Round-trip,Bangalore,Udaipur,2024-04-16,2024-04-18,2,Online,SaiRam Travels,None,8324,183,16282,Cash,Completed,5.0
BKG00468,2024-03-29,CUST1687,Customer_530,29,Male,Mumbai,Round-trip,Mumbai,Goa,2024-05-08,2024-05-10,2,Offline,Wagh Tours,Luxury,11486,830,21312,Netbanking,Completed,5.0
BKG00469,2024-12-02,CUST4103,Customer_2441,57,Male,Chennai,Round-trip,Chennai,Rishikesh,2024-12-22,2024-12-25,3,Online,Sangitam Travels,None,9124,1105,24057,UPI,Completed,1.0
BKG00470,2025-03-22,CUST4915,Customer_3110,36,Male,Bangalore,One-way,Bangalore,Shimla,2025-03-29,,1,Agent,SaiRam Travels,Premium,2226,47,2179,UPI,Completed,4.0
BKG00471,2024-07-05,CUST3535,Customer_1933,62,Female,Pune,Package,Pune,Darjeeling,2024-07-22,2024-07-24,5,Offline,SaiRam Travels,Budget,7509,978,32655,UPI,Completed,4.0
BKG00472,2024-12-11,CUST1269,Customer_1631,21,Male,Pune,Round-trip,Pune,Manali,2025-01-19,2025-01-28,1,Offline,Wagh Tours,Budget,13084,1210,11874,Cash,Completed,4.0
BKG00473,2024-02-22,CUST6570,Customer_1667,62,Female,Delhi,Package,Delhi,Jaipur,2024-04-16,2024-04-19,5,Agent,SaiRam Travels,Luxury,8855,246,43045,Netbanking,Completed,1.0
BKG00474,2024-01-06,CUST5482,Customer_699,29,Male,Hyderabad,Package,Hyderabad,Agra,2024-02-24,2024-02-28,5,Agent,Sangitam Travels,None,7374,307,35335,UPI,Completed,1.0
BKG00475,2024-10-13,CUST5820,Customer_2810,37,Male,Hyderabad,One-way,Hyderabad,Manali,2024-11-21,,4,Offline,Sangitam Travels,Premium,6620,638,23928,Cash,Completed,1.0
BKG00476,2024-10-02,CUST3547,Customer_2765,34,Male,Chennai,Round-trip,Chennai,Darjeeling,2024-11-25,2024-11-30,1,Online,SaiRam Travels,None,5968,910,5058,Card,Completed,2.0
BKG00477,2024-11-23,CUST7129,Customer_4205,40,Female,Chennai,One-way,Chennai,Jaipur,2025-01-08,,3,Online,SaiRam Travels,Budget,13737,1134,37809,Netbanking,Cancelled,
BKG00478,2025-02-26,CUST9347,Customer_1725,33,Male,Mumbai,One-way,Mumbai,Ooty,2025-04-22,,2,Agent,SaiRam Travels,Luxury,12997,721,24552,Card,Completed,5.0
BKG00479,2024-04-05,CUST1497,Customer_1757,63,Female,Hyderabad,Round-trip,Hyderabad,Kerala,2024-05-05,2024-05-08,5,Online,SaiRam Travels,Premium,3647,848,13995,UPI,Completed,4.0
BKG00480,2024-05-22,CUST3761,Customer_3436,48,Female,Chennai,Round-trip,Chennai,Udaipur,2024-07-14,2024-07-22,4,Agent,SaiRam Travels,Budget,9069,416,34612,UPI,Cancelled,
BKG00481,2024-05-16,CUST2717,Customer_3073,61,Male,Delhi,Round-trip,Delhi,Shimla,2024-06-20,2024-06-24,2,Offline,Wagh Tours,Luxury,5791,1288,9006,UPI,Completed,4.0
BKG00482,2024-08-24,CUST8117,Customer_2952,25,Female,Chennai,One-way,Chennai,Shimla,2024-09-20,,4,Offline,Wagh Tours,None,11536,106,45720,Cash,Completed,3.0
BKG00483,2024-05-18,CUST8850,Customer_1505,49,Female,Ahmedabad,Package,Ahmedabad,Darjeeling,2024-07-15,2024-07-21,5,Online,SaiRam Travels,Premium,5924,423,27505,UPI,Cancelled,
BKG00484,2025-01-24,CUST9100,Customer_493,25,Male,Mumbai,Package,Mumbai,Darjeeling,2025-03-06,2025-03-08,3,Offline,Wagh Tours,Premium,12378,855,34569,Netbanking,Completed,3.0
BKG00485,2025-03-25,CUST2874,Customer_871,45,Female,Pune,Round-trip,Pune,Shimla,2025-05-23,2025-05-25,3,Offline,SaiRam Travels,None,14261,1051,39630,Netbanking,Completed,5.0
BKG00486,2025-01-05,CUST8411,Customer_3798,43,Male,Mumbai,Package,Mumbai,Kerala,2025-02-23,2025-02-27,4,Offline,SaiRam Travels,Premium,4105,1292,11252,Cash,Completed,1.0
BKG00487,2024-04-14,CUST2251,Customer_2748,63,Male,Kolkata,Round-trip,Kolkata,Jaipur,2024-05-03,2024-05-06,4,Offline,Wagh Tours,Premium,11570,795,43100,UPI,Completed,2.0
BKG00488,2024-10-30,CUST7603,Customer_4568,33,Male,Delhi,Round-trip,Delhi,Ooty,2024-12-19,2024-12-24,4,Offline,Sangitam Travels,Budget,11114,136,43912,Netbanking,Completed,4.0
BKG00489,2024-10-13,CUST7615,Customer_1399,31,Female,Bangalore,Round-trip,Bangalore,Udaipur,2024-11-27,2024-11-29,2,Online,Sangitam Travels,None,7698,1273,12850,Netbanking,Completed,2.0
BKG00490,2024-03-13,CUST9002,Customer_4248,22,Male,Mumbai,Round-trip,Mumbai,Rishikesh,2024-03-16,2024-03-19,3,Agent,Wagh Tours,Budget,12703,1136,34701,Netbanking,Completed,4.0
BKG00491,2024-04-14,CUST7305,Customer_2399,37,Female,Chennai,Round-trip,Chennai,Manali,2024-04-26,2024-05-04,4,Agent,SaiRam Travels,Budget,6182,182,24000,Netbanking,Completed,1.0
BKG00492,2024-03-06,CUST5765,Customer_3971,38,Female,Pune,Package,Pune,Ooty,2024-03-31,2024-04-05,1,Online,SaiRam Travels,Luxury,2627,1492,1135,Card,Completed,1.0
BKG00493,2025-01-06,CUST3341,Customer_3215,63,Female,Chennai,One-way,Chennai,Udaipur,2025-02-27,,1,Online,Wagh Tours,Luxury,11175,888,10287,Netbanking,Completed,1.0
BKG00494,2024-12-28,CUST8279,Customer_1327,40,Female,Ahmedabad,One-way,Ahmedabad,Manali,2025-01-01,,3,Agent,Sangitam Travels,Budget,10721,660,30183,Cash,Completed,3.0
BKG00495,2024-02-09,CUST8409,Customer_2186,42,Female,Hyderabad,Package,Hyderabad,Ooty,2024-04-01,2024-04-03,3,Offline,SaiRam Travels,Budget,6668,191,19431,Card,Completed,5.0
BKG00496,2024-06-29,CUST1310,Customer_4539,62,Female,Delhi,One-way,Delhi,Darjeeling,2024-08-06,,5,Offline,Sangitam Travels,Premium,13460,584,64380,UPI,Cancelled,
BKG00497,2024-01-02,CUST8616,Customer_360,47,Female,Bangalore,One-way,Bangalore,Rishikesh,2024-01-13,,4,Agent,BlueSky Travels,Budget,8251,843,29632,Netbanking,Cancelled,
BKG00498,2024-07-23,CUST1890,Customer_732,47,Male,Mumbai,Round-trip,Mumbai,Rishikesh,2024-08-01,2024-08-09,2,Agent,Sangitam Travels,None,8100,673,14854,UPI,Completed,4.0
BKG00499,2024-12-10,CUST1896,Customer_278,57,Male,Kolkata,Round-trip,Kolkata,Agra,2025-01-16,2025-01-24,1,Agent,Sangitam Travels,Premium,5904,760,5144,Card,Completed,2.0
BKG00500,2025-02-08,CUST6454,Customer_1233,39,Male,Kolkata,Package,Kolkata,Agra,2025-03-18,2025-03-22,5,Offline,Wagh Tours,None,8845,528,41585,Card,Completed,5.0
BKG00501,2024-05-24,CUST1165,Customer_4945,31,Female,Kolkata,Round-trip,Kolkata,Udaipur,2024-07-08,2024-07-15,3,Offline,Sangitam Travels,Premium,8509,1262,21741,Netbanking,Completed,5.0
BKG00502,2024-10-09,CUST1268,Customer_1777,48,Female,Chennai,Package,Chennai,Ooty,2024-12-01,2024-12-10,3,Online,Sangitam Travels,Premium,11275,5,33810,Cash,Completed,2.0
BKG00503,2024-10-31,CUST1406,Customer_3077,43,Female,Delhi,Package,Delhi,Shimla,2024-11-20,2024-11-27,3,Agent,BlueSky Travels,Budget,8289,1411,20634,Cash,Completed,5.0
BKG00504,2025-01-25,CUST8566,Customer_4115,60,Female,Kolkata,Round-trip,Kolkata,Ooty,2025-03-13,2025-03-18,3,Offline,SaiRam Travels,Budget,9504,418,27258,UPI,Completed,4.0
BKG00505,2024-06-11,CUST9095,Customer_4528,61,Female,Delhi,Package,Delhi,Goa,2024-07-21,2024-07-30,5,Online,Sangitam Travels,Luxury,8524,144,41900,Card,Cancelled,
BKG00506,2024-02-19,CUST6184,Customer_2403,49,Female,Hyderabad,One-way,Hyderabad,Shimla,2024-03-26,,5,Agent,BlueSky Travels,Premium,14229,825,67020,UPI,Completed,5.0
BKG00507,2025-01-02,CUST4907,Customer_808,33,Female,Ahmedabad,Package,Ahmedabad,Manali,2025-01-30,2025-02-08,4,Agent,Sangitam Travels,None,6524,857,22668,Card,Completed,5.0
BKG00508,2024-07-12,CUST1757,Customer_4232,41,Female,Pune,Round-trip,Pune,Darjeeling,2024-07-27,2024-07-31,1,Offline,BlueSky Travels,Budget,5558,961,4597,UPI,Cancelled,
BKG00509,2024-12-29,CUST3418,Customer_4199,59,Female,Bangalore,Round-trip,Bangalore,Agra,2025-02-24,2025-03-05,3,Online,BlueSky Travels,Premium,4845,1481,10092,Card,Completed,2.0
BKG00510,2024-07-15,CUST1422,Customer_3682,60,Female,Ahmedabad,Package,Ahmedabad,Shimla,2024-08-29,2024-09-06,5,Online,Sangitam Travels,Premium,12589,493,60480,UPI,Completed,5.0
BKG00511,2025-02-10,CUST3053,Customer_288,59,Female,Pune,Round-trip,Pune,Darjeeling,2025-02-28,2025-03-08,2,Agent,BlueSky Travels,Premium,2607,456,4302,Card,Completed,4.0
BKG00512,2024-01-06,CUST3671,Customer_3963,20,Female,Pune,Round-trip,Pune,Udaipur,2024-02-17,2024-02-21,3,Agent,Sangitam Travels,Budget,9263,1411,23556,Card,Completed,1.0
BKG00513,2024-10-23,CUST1725,Customer_2502,52,Female,Pune,Package,Pune,Agra,2024-11-14,2024-11-16,4,Offline,Wagh Tours,Luxury,4197,758,13756,UPI,Completed,3.0
BKG00514,2024-01-03,CUST8483,Customer_2124,40,Female,Bangalore,Package,Bangalore,Shimla,2024-01-17,2024-01-19,2,Online,Sangitam Travels,None,11032,713,20638,Netbanking,Completed,5.0
BKG00515,2024-02-16,CUST3931,Customer_4126,42,Male,Chennai,One-way,Chennai,Jaipur,2024-03-15,,2,Agent,BlueSky Travels,Luxury,9415,367,18096,Cash,Completed,2.0
BKG00516,2024-07-24,CUST4561,Customer_1017,63,Female,Bangalore,Package,Bangalore,Agra,2024-09-20,2024-09-27,1,Offline,SaiRam Travels,Budget,3048,1357,1691,Cash,Completed,2.0
BKG00517,2024-09-22,CUST6578,Customer_1621,38,Female,Bangalore,Package,Bangalore,Agra,2024-10-14,2024-10-20,1,Online,SaiRam Travels,Luxury,4941,257,4684,Netbanking,Cancelled,
BKG00518,2024-10-24,CUST7197,Customer_3067,28,Male,Kolkata,Package,Kolkata,Kerala,2024-11-09,2024-11-11,3,Agent,BlueSky Travels,Budget,3553,482,9213,Cash,Completed,2.0
BKG00519,2024-05-23,CUST5586,Customer_431,64,Female,Ahmedabad,Round-trip,Ahmedabad,Goa,2024-07-10,2024-07-13,4,Agent,Sangitam Travels,Luxury,11548,998,42200,UPI,Completed,2.0
BKG00520,2024-11-10,CUST9090,Customer_2331,32,Male,Delhi,Package,Delhi,Ooty,2024-11-18,2024-11-26,4,Online,SaiRam Travels,Premium,4059,140,15676,Card,Completed,1.0
BKG00521,2024-03-03,CUST1464,Customer_4472,53,Female,Mumbai,Package,Mumbai,Jaipur,2024-03-24,2024-04-02,5,Agent,Wagh Tours,Budget,2089,719,6850,Card,Completed,5.0
BKG00522,2024-06-23,CUST7543,Customer_970,24,Male,Ahmedabad,One-way,Ahmedabad,Udaipur,2024-08-07,,4,Online,SaiRam Travels,Budget,5195,1404,15164,Card,Completed,3.0
BKG00523,2025-02-02,CUST6555,Customer_4557,59,Female,Mumbai,One-way,Mumbai,Agra,2025-02-23,,5,Offline,Wagh Tours,None,12266,1334,54660,Netbanking,Completed,4.0
BKG00524,2024-10-07,CUST5933,Customer_4927,53,Female,Kolkata,One-way,Kolkata,Udaipur,2024-10-09,,2,Offline,SaiRam Travels,Budget,9108,949,16318,UPI,Completed,5.0
BKG00525,2024-10-01,CUST5566,Customer_2082,30,Male,Mumbai,Package,Mumbai,Udaipur,2024-11-13,2024-11-20,5,Online,BlueSky Travels,Luxury,4581,691,19450,UPI,Cancelled,
BKG00526,2025-02-23,CUST8910,Customer_3407,37,Female,Ahmedabad,Round-trip,Ahmedabad,Darjeeling,2025-03-04,2025-03-13,4,Agent,SaiRam Travels,None,5121,915,16824,Card,Completed,3.0
BKG00527,2024-06-13,CUST1277,Customer_1978,21,Male,Delhi,Package,Delhi,Darjeeling,2024-07-12,2024-07-17,2,Offline,Sangitam Travels,Luxury,7929,648,14562,Cash,Completed,4.0
BKG00528,2024-05-26,CUST9681,Customer_2526,48,Male,Delhi,One-way,Delhi,Manali,2024-06-30,,1,Online,Wagh Tours,Budget,12068,1212,10856,Cash,Completed,5.0
BKG00529,2024-10-14,CUST6953,Customer_4283,27,Male,Chennai,Round-trip,Chennai,Jaipur,2024-10-16,2024-10-19,4,Agent,Sangitam Travels,Premium,10151,143,40032,Card,Completed,5.0
BKG00530,2025-02-18,CUST4178,Customer_2177,28,Male,Hyderabad,One-way,Hyderabad,Jaipur,2025-04-14,,5,Online,SaiRam Travels,None,12243,1350,54465,UPI,Completed,2.0
BKG00531,2025-01-30,CUST3654,Customer_3793,50,Female,Mumbai,One-way,Mumbai,Kerala,2025-02-10,,4,Online,Wagh Tours,Luxury,9135,320,35260,Cash,Completed,5.0
BKG00532,2024-04-15,CUST7854,Customer_1132,36,Male,Bangalore,Round-trip,Bangalore,Manali,2024-05-11,2024-05-15,2,Agent,SaiRam Travels,Premium,9498,492,18012,Cash,Completed,3.0
BKG00533,2024-10-09,CUST3229,Customer_3010,33,Female,Ahmedabad,Package,Ahmedabad,Udaipur,2024-10-11,2024-10-16,4,Agent,BlueSky Travels,Premium,9845,1119,34904,Cash,Completed,4.0
BKG00534,2024-10-24,CUST6856,Customer_845,58,Female,Kolkata,One-way,Kolkata,Shimla,2024-12-17,,2,Offline,Sangitam Travels,Premium,4350,420,7860,Netbanking,Completed,5.0
BKG00535,2024-01-22,CUST9376,Customer_4564,60,Female,Chennai,Package,Chennai,Shimla,2024-02-18,2024-02-20,2,Agent,BlueSky Travels,None,7593,1345,12496,Netbanking,Completed,1.0
BKG00536,2024-03-16,CUST2881,Customer_4297,27,Female,Chennai,Round-trip,Chennai,Kerala,2024-04-17,2024-04-19,2,Agent,SaiRam Travels,Premium,7807,787,14040,UPI,Completed,2.0
